Vatten-ID	Namn Vatten	Huvudavrinningsområde	Län	Kommun(er)	Distrikt	Vattenkategori	Vattnet är vattenförekomst/övrigt vatten	Vattentyp - Sjö	Limnisk vattentypsregion	Medeldjup (m)	Alkalinitet (mekv/l)	Humus (mg Pt/l)
SE720705-171619	Bastuträsket	Skellefteälven - SE20000	Västerbotten - 24	Skellefteå - 2482	Bottenviken	LW	Vattenförekomst	3MLB	3	M	L	B
SE742556-176903	Särkijärvi	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE719092-174281	Falkträsket	Skellefteälven - SE20000	Västerbotten - 24	Skellefteå - 2482	Bottenviken	LW	Vattenförekomst	2-LK	2		L	K
SE738359-152575	Arrajaure	Skellefteälven - SE20000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE732400-179931	Strömsundsträsket	Kustområde - SE6007	Norrbotten - 25	Luleå - 2580	Bottenviken	LW	Preliminär vattenförekomst	2GLB	2	G	L	B
SE725607-172805	Önusträsket	Åbyälven - SE17000	Norrbotten - 25	Piteå - 2581	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE731668-149462	Servejaure	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE729448-155166	Bergtjärnen	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE744367-170732	Iso Kuolpajärvi	Råneälven - SE7000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE764998-168780	Tjålmejaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE729773-150703	Garnoken	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE733903-177150	Avan	Råneälven - SE7000	Norrbotten - 25	Boden - 2582	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE743228-156668	Tarraure	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE754272-156303	Kåbtåjaure	Luleälven - SE9000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE755371-180097	Aljujärvi	Torneälven - SE1000	Norrbotten - 25	Pajala - 2521	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE743622-179995	Puolamajärvi	Kalixälven - SE4000	Norrbotten - 25	Pajala - 2521	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE302-49539-L	WA93026645	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	4-LK	4		L	K
SE729418-148399	Oltokjaure	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE713059-164891	Skangselet	Öreälven - SE30000	Västerbotten - 24	Lycksele - 2481	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE720592-161946	Inre Gurkasjön	Umeälven - SE28000	Västerbotten - 24	Lycksele - 2481	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE727937-169219	Östra Kikkejaure	Åbyälven - SE17000	Norrbotten - 25	Arvidsjaur - 2505	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE753889-171541	Avvakkojärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE741699-159052	Ramek	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE726760-149163	Ajaure	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	Bottenviken	LW	Vattenförekomst	3MLK	3	M	L	K
SE727313-177172	Mjösundet	Rosån - SE11000	Norrbotten - 25	Piteå - 2581	Bottenviken	LW	Vattenförekomst	2GLB	2	G	L	B
SE737025-173143	Stortjärnen	Luleälven - SE9000	Norrbotten - 25	Boden - 2582	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE741943-159665	Änamusjaure	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE752448-159831	Vidjajaure	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	4-LK	4		L	K
SE730833-158095	Ravesjjaure	Umeälven - SE28000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE740944-181705	Rönsjärv	Kalixälven - SE4000	Norrbotten - 25	Överkalix - 2513	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE746847-165434	Tjuoutjajaure	Luleälven - SE9000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE725625-174410	Kalaträsket	Piteälven - SE13000	Norrbotten - 25	Piteå - 2581	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE755477-175684	Sattajärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE707115-172079	Själafjärden	Kustområde - SE28029	Västerbotten - 24	Umeå - 2480	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE721973-166871	Ol-Ersaselet	Skellefteälven - SE20000	Västerbotten - 24	Norsjö - 2417	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE758852-163374	WA87822810	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE732054-164735	Suobdek	Piteälven - SE13000	Norrbotten - 25	Arvidsjaur - 2505	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE752217-180368	Hautajärvi	Torneälven - SE1000	Norrbotten - 25	Pajala - 2521	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE739488-165038	Alep Juksaure	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE758050-179098	Porattomajärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE746185-153533	Kapasluoppal	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE755900-182201	Naankijärvi	Torneälven - SE1000	Norrbotten - 25	Pajala - 2521	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE734483-152577	Suolojaure	Umeälven - SE28000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE719646-159434	Bredträsket	Umeälven - SE28000	Västerbotten - 24	Lycksele - 2481, Storuman - 2421	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE730218-167317	Vuoletsjaure	Piteälven - SE13000	Norrbotten - 25	Arvidsjaur - 2505	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE711019-170880	Avan	Tavleån - SE27000	Västerbotten - 24	Umeå - 2480	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE715605-165722	Inre Kroksjön	Umeälven - SE28000	Västerbotten - 24	Vindeln - 2404	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE721765-154799	Sabotssjön	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE740424-169256	Hierkepieljaure	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE734718-161405	Harrok	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE738550-167094	Vajmatsjön	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE759631-176082	Kätkijärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE747489-175941	Narkausjärvi	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE720632-157545	Inre Joranträsket	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE715450-167267	Stormörtträsket	Umeälven - SE28000	Västerbotten - 24	Vindeln - 2404	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE758550-167004	Matalajärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE746556-165233	Pajep Appojaure	Luleälven - SE9000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE730569-176115	Vändträsket	Alån - SE10000	Norrbotten - 25	Boden - 2582	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE730691-160221	Aisjaure - Uddjaure	Skellefteälven - SE20000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE736829-169797	Kåpponisträsket	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE740723-156308	Padjesavon	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE729459-158131	Tjålmtjärnen	Umeälven - SE28000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE724664-165694	Grytforsdammen	Skellefteälven - SE20000	Norrbotten - 25, Västerbotten - 24	Arvidsjaur - 2505, Malå - 2418	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE725012-158942	Västra Leukerträsket	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE714907-172211	Vargtjärnen	Rickleån - SE24000	Västerbotten - 24	Skellefteå - 2482	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE722791-168894	Granbergsträsket	Skellefteälven - SE20000	Västerbotten - 24	Skellefteå - 2482	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE739287-154192	Aleb Luoitaure	Skellefteälven - SE20000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE727340-157350	Maderträsket	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE763456-170959	Riskajärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3GLK	3	G	L	K
SE730366-145885	Tängvattnet	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	Bottenviken	LW	Vattenförekomst	3DLK	3	D	L	K
SE744814-154942	Vuolle-Råvvejaure	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	4-LK	4		L	K
SE743143-181027	Teurajärvi	Kalixälven - SE4000	Norrbotten - 25	Pajala - 2521	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE736800-156800	Riebnes	Skellefteälven - SE20000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE733980-186672	Leipijärvi	Keräsjoki - SE2000	Norrbotten - 25	Haparanda - 2583	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE713852-172246	Åsjön	Rickleån - SE24000	Västerbotten - 24	Robertsfors - 2409	Bottenviken	LW	Vattenförekomst	3MLB	3	M	L	B
SE728484-171953	Bastaträsket	Piteälven - SE13000	Norrbotten - 25	Piteå - 2581	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE757015-179757	Nuulankijärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE712900-170410	Ånässjön	Umeälven - SE28000	Västerbotten - 24	Vindeln - 2404	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE751635-174428	Veläjäjärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE738492-168305	Suobbatjaure	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE729462-172866	Lillträsket	Piteälven - SE13000	Norrbotten - 25	Älvsbyn - 2560	Bottenviken	LW	Vattenförekomst	2MLB	2	M	L	B
SE707535-172662	Lövösundet	Kustområde - SE27028	Västerbotten - 24	Umeå - 2480	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE730436-166896	Sleng	Piteälven - SE13000	Norrbotten - 25	Arvidsjaur - 2505	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE720224-161442	Jåkarn	Umeälven - SE28000	Västerbotten - 24	Lycksele - 2481	Bottenviken	LW	Preliminär vattenförekomst	3-LB	3		L	B
SE716368-169311	Stor-Renträsket	Sävarån - SE26000	Västerbotten - 24	Skellefteå - 2482, Vindeln - 2404	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE709979-170730	Smörsjön	Umeälven - SE28000	Västerbotten - 24	Umeå - 2480	Bottenviken	LW	Preliminär vattenförekomst	2MLB	2	M	L	B
SE729202-164319	Vaksemjaure	Byskeälven - SE18000	Norrbotten - 25	Arvidsjaur - 2505	Bottenviken	LW	Vattenförekomst	3GLB	3	G	L	B
SE732414-160771	Västra Radnejaure	Skellefteälven - SE20000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE708712-172291	Nydalasjön	Umeälven - SE28000	Västerbotten - 24	Umeå - 2480	Bottenviken	LW	Vattenförekomst	2GLB	2	G	L	B
SE727199-176491	Harrträsket	Kustområde - SE11012	Norrbotten - 25	Piteå - 2581	Bottenviken	LW	Vattenförekomst	2MLB	2	M	L	B
SE756234-163425	Välijaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	4-LK	4		L	K
SE737696-160797	Tapmuk	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE728004-169969	Lill-Arbost	Åbyälven - SE17000	Norrbotten - 25	Arvidsjaur - 2505	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE753019-154670	Sårkåjaure	Luleälven - SE9000	Norrbotten - 25	Gällivare - 2523, Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE739622-169872	Slakkasjön	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE757646-176907	Matalajärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE746290-166780	Kätjesjaure	Luleälven - SE9000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE745349-160328	Saiva	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE718139-168700	Stor-Grötselet	Rickleån - SE24000	Västerbotten - 24	Skellefteå - 2482	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE749065-158363	Årjep Tjeurajaure	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	4-LK	4		L	K
SE718255-172950	Skråmträsket	Skellefteälven - SE20000	Västerbotten - 24	Skellefteå - 2482	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE720979-169932	Rengårdsdammen	Skellefteälven - SE20000	Västerbotten - 24	Norsjö - 2417	Bottenviken	LW	Vattenförekomst	2-LK	2		L	K
SE731598-148084	Rasjejaure	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	Bottenviken	LW	Vattenförekomst	4-LK	4		L	K
SE733118-146258	WA55215366	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	Bottenviken	LW	Vattenförekomst	4-LK	4		L	K
SE739304-179001	Naisjärv	Kalixälven - SE4000	Norrbotten - 25	Överkalix - 2513	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE742216-170833	Rutnajaure	Råneälven - SE7000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE725898-158212	Ribbträsket	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE742585-162080	Tjåmotisjaure	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE753708-158769	Kaisejaure	Luleälven - SE9000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	4-LK	4		L	K
SE754634-167887	Käyrävuopio	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE764324-169601	Rautojaureh H.741	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE735773-160219	Allesjaure	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE728530-148708	Juksjaure	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE732082-146136	WA32337273	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	Bottenviken	LW	Vattenförekomst	4-LK	4		L	K
SE758295-628578	Tåssakenpadajaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE719977-163434	Nyträsket	Umeälven - SE28000	Västerbotten - 24	Lycksele - 2481	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE764971-171223	Taukijärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE753657-159960	Kaskamus Tsutsajaure	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523, Kiruna - 2584	Bottenviken	LW	Vattenförekomst	4-LK	4		L	K
SE727406-146532	Bleriken	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE741334-183726	Ylinen Ylinenjärvi	Torneälven - SE1000	Norrbotten - 25	Övertorneå - 2518	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE733037-159366	Hornavan	Skellefteälven - SE20000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3DLK	3	D	L	K
SE740537-169963	Messauremagasinet	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	2-LK	2		L	K
SE727681-170589	Bastaträsket	Piteälven - SE13000	Norrbotten - 25	Piteå - 2581	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE727888-164123	Grundträsket	Byskeälven - SE18000	Norrbotten - 25	Arvidsjaur - 2505	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE730140-159966	Harrur	Skellefteälven - SE20000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE759956-168606	WA21607261	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE755612-168002	Rautojaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE752254-165743	Stuor-Ratek	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE728808-171482	Finnträsket	Piteälven - SE13000	Norrbotten - 25	Piteå - 2581, Älvsbyn - 2560	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE736829-173352	Stora Lerträsket	Luleälven - SE9000	Norrbotten - 25	Boden - 2582	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE749156-173760	Särkijärvi	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE754549-170516	Piettarasjärvi	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE745129-160438	WA66547553	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE748878-173824	Tuomasjärvi	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE719904-166667	Långträsket	Umeälven - SE28000	Västerbotten - 24	Norsjö - 2417	Bottenviken	LW	Vattenförekomst	3GLB	3	G	L	B
SE729447-150951	Bijejaure	Umeälven - SE28000	Västerbotten - 24	Sorsele - 2422	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE716677-174721	Fäbodträsket	Bureälven - SE21000	Västerbotten - 24	Skellefteå - 2482	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE759751-169757	WA52455389	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE748273-172214	Saivo	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE719125-164039	Alträsket	Umeälven - SE28000	Västerbotten - 24	Lycksele - 2481	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE724521-166579	Sandträsket	Skellefteälven - SE20000	Norrbotten - 25	Arvidsjaur - 2505	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE716319-158834	Lill-Arasjön	Öreälven - SE30000	Västerbotten - 24	Vilhelmina - 2462	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE717360-174615	Hjåggböleträsket	Bureälven - SE21000	Västerbotten - 24	Skellefteå - 2482	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE729038-150134	Giemtsjön	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE761938-168522	Vuolep Tjuolmajaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE752472-154923	Läipajaure	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE736280-183338	Kypasjärv	Sangisälven - SE3000	Norrbotten - 25	Överkalix - 2513	Bottenviken	LW	Vattenförekomst	2-LB	2		L	B
SE735849-158036	Nammejaure	Skellefteälven - SE20000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE729974-172516	Avaträsket	Piteälven - SE13000	Norrbotten - 25	Älvsbyn - 2560	Bottenviken	LW	Vattenförekomst	2MLB	2	M	L	B
SE760404-163031	Kåivujaure	Torneälven - SE1000	Norrbotten - 25	Kiruna - 2584	Bottenviken	LW	Vattenförekomst	4MLK	4	M	L	K
SE722037-173107	Lidträsket	Byskeälven - SE18000	Västerbotten - 24	Skellefteå - 2482	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE723478-161724	Blåsträsket	Umeälven - SE28000	Västerbotten - 24	Lycksele - 2481, Malå - 2418	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE716394-170385	Stor-Örträsket	Rickleån - SE24000	Västerbotten - 24	Skellefteå - 2482	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE725798-151702	Umnässjön	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	Bottenviken	LW	Vattenförekomst	3DLK	3	D	L	K
SE750459-163044	Saiva-Läffa	Kalixälven - SE4000	Norrbotten - 25	Gällivare - 2523	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE735391-177064	Stor-Lappträsket	Råneälven - SE7000	Norrbotten - 25	Boden - 2582	Bottenviken	LW	Vattenförekomst	2MLB	2	M	L	B
SE727260-144427	WA26376203	Umeälven - SE28000	Västerbotten - 24	Storuman - 2421	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE736003-162659	Mårsomjaure	Piteälven - SE13000	Norrbotten - 25	Arjeplog - 2506	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE740683-158819	Silesjaure	Luleälven - SE9000	Norrbotten - 25	Jokkmokk - 2510	Bottenviken	LW	Vattenförekomst	3-LK	3		L	K
SE730956-168220	Västra Abborrträsket	Piteälven - SE13000	Norrbotten - 25	Arvidsjaur - 2505	Bottenviken	LW	Vattenförekomst	3-LB	3		L	B
SE696828-146469	Fjälsjön	Ljungan - SE42000	Jämtland - 23	Bräcke - 2305	Bottenhavet	LW	Vattenförekomst	3---	3			
SE707099-167251	Noret	Leduån - SE31000	Västerbotten - 24	Nordmaling - 2401	Bottenhavet	LW	Vattenförekomst	3-LB	3		L	B
SE690056-136584	Yttersjön	Ljusnan - SE48000	Jämtland - 23	Härjedalen - 2361	Bottenhavet	LW	Vattenförekomst	3---	3			
SE691229-157281	Klingstatjärnen	Ljungan - SE42000	Västernorrland - 22	Sundsvall - 2281	Bottenhavet	LW	Vattenförekomst	2ML-	2	M	L	
SE705020-168984	Fickfjärden	Kustområde - SE30031	Västerbotten - 24	Nordmaling - 2401	Bottenhavet	LW	Vattenförekomst	2-LB	2		L	B
SE676509-141245	Hemulsjön	Dalälven - SE53000	Dalarna - 20	Mora - 2062	Bottenhavet	LW	Vattenförekomst	3---	3			
SE723132-150328	Bollvattnet	Ångermanälven - SE38000	Västerbotten - 24	Vilhelmina - 2462	Bottenhavet	LW	Vattenförekomst	3-LK	3		L	K
SE692866-154650	Gransjön	Ljungan - SE42000	Västernorrland - 22	Sundsvall - 2281	Bottenhavet	LW	Vattenförekomst	3ML-	3	M	L	
SE686703-147800	Ängratörn	Ljusnan - SE48000	Gävleborg - 21	Ljusdal - 2161	Bottenhavet	LW	Vattenförekomst	3---	3			
SE687953-150914	Alsjön	Ljusnan - SE48000	Gävleborg - 21	Ljusdal - 2161	Bottenhavet	LW	Vattenförekomst	2G--	2	G		
SE712382-144961	Vargkojvattnet	Ångermanälven - SE38000	Jämtland - 23	Krokom - 2309	Bottenhavet	LW	Vattenförekomst	3---	3			
SE702555-160343	Stavtjärnen	Nätraån - SE37000	Västernorrland - 22	Örnsköldsvik - 2284	Bottenhavet	LW	Vattenförekomst	3ML-	3	M	L	
SE689459-134112	Juttultjärnen	Dalälven - SE53000	Dalarna - 20	Älvdalen - 2039	Bottenhavet	LW	Vattenförekomst	3---	3			
SE690618-155477	Väster-Långedsjön	Ljungan - SE42000	Västernorrland - 22	Sundsvall - 2281	Bottenhavet	LW	Vattenförekomst	2GL-	2	G	L	
SE716825-143962	Blankajaure	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
SE715488-143182	Krokvattnet	Ångermanälven - SE38000	Jämtland - 23	Strömsund - 2313	Bottenhavet	LW	Vattenförekomst	3---	3			
