EU_CD Vatten	Namn Vatten	Huvudavrinningsområde	Län	Kommun(er)	Myndighet	Distrikt	Åtgärdsområde	Vattenkategori	Vattnet är vattenförekomst/övrigt vatten	Allmänna uppgifter	Vattentyp - Sjö	Vattenkategori	Limnisk ekoregion/Kustvattentyp	Djupkategori	Yta	Färg (Humus)	Bakgrundsalkalinitet
SE635883-138564	Flaten (Gnosjö)	Lagan - SE98000	Jönköping - 06	Gnosjö - 0617	SE5	SE5	Lagan	LW	Vattenförekomst	NV(F)	S6DSYN	S	6	D	S	Y	N
SE663644-150490	Stora Kedjen	Norrström - SE61000	Västmanland - 19	Fagersta - 1982, Skinnskatteberg - 1904	SE3	SE3	Hedströmmen	LW	Vattenförekomst	NV(F)	S3DSYN	S	3	D	S	Y	N
SE638168-140554	Fängen	Lagan - SE98000	Jönköping - 06	Jönköping - 0680, Vaggeryd - 0665	SE5	SE5	Lagan	LW	Vattenförekomst	NV(F)	S7DSNN	S	7	D	S	N	N
SE652860-155329	Lillsjön	Nyköpingsån - SE65000	Södermanland - 04	Nyköping - 0480	SE3	SE3	Nyköpingsån	LW	Vattenförekomst	NV(F)	S4SSNY	S	4	S	S	N	Y
SE633819-131377	Sönnerängssjön	Ätran - SE103000	Halland - 13	Falkenberg - 1382	SE5	SE5	Ätran	LW	Vattenförekomst	NV(F)	S6SSYN	S	6	S	S	Y	N
SE637475-146936	Vrången	Emån - SE74000	Jönköping - 06	Vetlanda - 0685	SE4	SE4	Emån	LW	Vattenförekomst	NV(F)	S7DSNN	S	7	D	S	N	N
SE655284-161919	Grindsjön	Kustområde - SE62063	Stockholm - 01	Botkyrka - 0127, Nynäshamn - 0192	SE3	SE3	Östra Södertörn och Hårsfjärden	LW	Vattenförekomst	NV(F)	S4DSNN	S	4	D	S	N	N
SE653225-149416	Ålsjön	Nyköpingsån - SE65000	Östergötland - 05	Finspång - 0562	SE3	SE3	Nyköpingsån	LW	Vattenförekomst	NV(F)	S4DSNN	S	4	D	S	N	N
SE664564-154264	Långforsen	Norrström - SE61000	Västmanland - 19	Sala - 1981	SE3	SE3	Sagån	LW	Vattenförekomst	NV(F)	S4SSYN	S	4	S	S	Y	N
SE650983-149768	Bönnern	Motala ström - SE67000	Östergötland - 05	Finspång - 0562	SE4	SE4	Finspångsåarna	LW	Vattenförekomst	NV(R)	S4DSYN	S	4	D	S	Y	N
SE644635-148471	Drögen	Motala ström - SE67000	Östergötland - 05	Kinda - 0513, Linköping - 0580	SE4	SE4	Stångån	LW	Vattenförekomst	NV(R)	S4DSNN	S	4	D	S	N	N
SE639084-135328	Sämsjön	Ätran - SE103000	Västra Götaland - 14	Tranemo - 1452, Ulricehamn - 1491	SE5	SE5	Ätran	LW	Vattenförekomst	NV(F)	S6DSNN	S	6	D	S	N	N
SE653195-151139	Yttersjön	Nyköpingsån - SE65000	Östergötland - 05	Finspång - 0562	SE3	SE3	Nyköpingsån	LW	Vattenförekomst	NV(F)	S4DSYN	S	4	D	S	Y	N
SE640333-141495	Stensjön	Motala ström - SE67000	Jönköping - 06	Jönköping - 0680	SE4	SE4	Vättern	LW	Vattenförekomst	NV(F)	S7DSNN	S	7	D	S	N	N
SE654403-151922	Näsnaren	Nyköpingsån - SE65000	Södermanland - 04	Katrineholm - 0483, Vingåker - 0428	SE3	SE3	Nyköpingsån	LW	Vattenförekomst	NV(F)	S4SSNY	S	4	S	S	N	Y
SE646168-152041	Såken	Söderköpingsån - SE68000	Östergötland - 05	Åtvidaberg - 0561	SE4	SE4	Söderköpingsån och Slätbaken	LW	Vattenförekomst	NV(R)	S4DSNN	S	4	D	S	N	N
SE664474-163318	Kärven	Olandsån - SE56000	Uppsala - 03	Uppsala - 0380	SE3	SE3	Olandsån	LW	Vattenförekomst	NV(F)	S4SSYY	S	4	S	S	Y	Y
SE667402-158923	Tämnaren	Tämnarån - SE54000	Uppsala - 03	Heby - 0331, Tierp - 0360, Uppsala - 0380	SE3	SE3	Tämnarån	LW	Vattenförekomst	NV(F)	S4SLYY	S	4	S	L	Y	Y
SE659728-161988	Norrviken	Norrström - SE61000	Stockholm - 01	Sollentuna - 0163, Upplands-Väsby - 0114	SE3	SE3	Skarven-Närområde	LW	Vattenförekomst	NV(F)	S4DSNY	S	4	D	S	N	Y
SE638694-131285	Stora Hålsjön	Viskan - SE105000	Västra Götaland - 14	Borås - 1490, Mark - 1463	SE5	SE5	Viskan	LW	Vattenförekomst	NV(F)	S6DSNN	S	6	D	S	N	N
SE641405-144279	Hyllingen	Motala ström - SE67000	Jönköping - 06	Aneby - 0604	SE4	SE4	Motalaström sydvästra	LW	Vattenförekomst	NV(F)	S4SSYN	S	4	S	S	Y	N
SE627373-140736	Södra Virestadsjön	Helge å - SE88000	Kronoberg - 07	Älmhult - 0765	SE4	SE4	Helgeå	LW	Vattenförekomst	NV(F)	S4SSYN	S	4	S	S	Y	N
SE632319-143784	Tolgasjön	Mörrumsån - SE86000	Kronoberg - 07	Växjö - 0780	SE4	SE4	Mörrumsån	LW	Vattenförekomst	NV(F)	S4DSYN	S	4	D	S	Y	N
SE634482-145983	Boskvarnasjön	Mörrumsån - SE86000	Kronoberg - 07, Jönköping - 06	Uppvidinge - 0760, Vetlanda - 0685	SE4	SE4	Mörrumsån	LW	Vattenförekomst	NV(F)	S7DSYN	S	7	D	S	Y	N
SE622349-135317	Store Damm	Rönne å - SE96000	Skåne - 12	Hässleholm - 1293	SE5	SE5	Rönne å	LW	Vattenförekomst	NV(F)	S5SSYN	S	5	S	S	Y	N
SE728095-175926	Brännträsket	Rosån - SE11000	Norrbotten - 25	Piteå - 2581	SE1	SE1	Fyrkanten med kustvatten	LW	Preliminär vattenförekomst	NV(R)	S3SSYN	S	3	S	S	Y	N
SE663834-542770	Nedre Gävjan	Norrström - SE61000	Västmanland - 19	Fagersta - 1982, Skinnskatteberg - 1904	SE3	SE3	Hedströmmen	LW	Preliminär vattenförekomst	NV(R)	S3DLYN	S	3	D	L	Y	N
SE679860-566990	Sörbosjön	Ljusnan - SE48000	Gävleborg - 21	Bollnäs - 2183	SE2	SE2	Voxnan	LW	Preliminär vattenförekomst	NV(R)	S3SSYN	S	3	S	S	Y	N
SE648941-140991	Örlen	Motala ström - SE67000	Västra Götaland - 14	Tibro - 1472	SE4	SE4	Vättern	LW	Vattenförekomst	NV(F)	S4DLNN	S	4	D	L	N	N
SE634580-139854	Hindsen	Lagan - SE98000	Jönköping - 06	Värnamo - 0683	SE5	SE5	Lagan	LW	Vattenförekomst	NV(F)	S6DLNN	S	6	D	L	N	N
SE640103-144811	Rosjön	Emån - SE74000	Jönköping - 06	Eksjö - 0686, Nässjö - 0682	SE4	SE4	Emån	LW	Vattenförekomst	NV(F)	S7DSYN	S	7	D	S	Y	N
SE636195-135723	Store-Malen	Nissan - SE101000	Jönköping - 06, Västra Götaland - 14	Gislaved - 0662, Tranemo - 1452	SE5	SE5	Nissan	LW	Vattenförekomst	NV(F)	S6DSYN	S	6	D	S	Y	N
SE637933-128626	Sundsjön	Rolfsån - SE106000	Halland - 13	Kungsbacka - 1384	SE5	SE5	Rolfsån	LW	Vattenförekomst	NV(F)	S6DSNN	S	6	D	S	N	N
SE659771-162546	Vallentunasjön	Norrström - SE61000	Stockholm - 01	Täby - 0160, Vallentuna - 0115	SE3	SE3	Skarven-Närområde	LW	Vattenförekomst	NV(F)	S4SSNY	S	4	S	S	N	Y
SE667536-161420	Harvikadammen	Norrström - SE61000	Uppsala - 03	Östhammar - 0382	SE3	SE3	Fyrisån	LW	Vattenförekomst	NV(F)	S4SSYN	S	4	S	S	Y	N
SE653928-158187	Sticksjön	Svärtaån - SE64000	Södermanland - 04	Gnesta - 0461	SE3	SE3	Svärtaån	LW	Vattenförekomst	NV(F)	S4DSYN	S	4	D	S	Y	N
SE632375-135738	Jällunden	Nissan - SE101000	Jönköping - 06, Halland - 13	Gislaved - 0662, Hylte - 1315	SE5	SE5	Nissan	LW	Vattenförekomst	NV(F)	S6SSYN	S	6	S	S	Y	N
SE629123-133697	Simlången	Fylleån - SE100000	Halland - 13	Halmstad - 1380	SE5	SE5	Fylleån	LW	Vattenförekomst	NV(F)	S6DSYN	S	6	D	S	Y	N
SE624055-141648	Vitavatten (Baggeboda)	Skräbeån - SE87000	Blekinge - 10	Olofström - 1060	SE4	SE4	Skräbeån	LW	Vattenförekomst	NV(F)	S5DSNN	S	5	D	S	N	N
SE653651-152831	Forssjösjön	Nyköpingsån - SE65000	Södermanland - 04	Katrineholm - 0483	SE3	SE3	Nyköpingsån	LW	Vattenförekomst	NV(F)	S4DSNN	S	4	D	S	N	N
SE636801-136926	Algustorpasjön	Nissan - SE101000	Jönköping - 06	Gislaved - 0662, Gnosjö - 0617	SE5	SE5	Nissan	LW	Vattenförekomst	NV(F)	S6DSYN	S	6	D	S	Y	N
SE667703-161704	Stordammen	Norrström - SE61000	Uppsala - 03	Östhammar - 0382	SE3	SE3	Fyrisån	LW	Vattenförekomst	NV(F)	S4SSYN	S	4	S	S	Y	N
SE626257-147879	Nätterhövden	Nättrabyån - SE81000	Kalmar - 08, Blekinge - 10	Emmaboda - 0862, Karlskrona - 1080, Ronneby - 1081	SE4	SE4	Nättrabyån	LW	Vattenförekomst	NV(F)	S4DSYN	S	4	D	S	Y	N
SE655681-143519	Teen	Norrström - SE61000	Örebro - 18	Laxå - 1860, Lekeberg - 1814	SE3	SE3	Svartån till Hjälmaren	LW	Vattenförekomst	NV(F)	S4SSYN	S	4	S	S	Y	N
SE653517-143239	Västra Laxsjön	Norrström - SE61000	Örebro - 18	Askersund - 1882, Laxå - 1860	SE3	SE3	Svartån till Hjälmaren	LW	Vattenförekomst	NV(F)	S4DLNN	S	4	D	L	N	N
SE653719-154547	Vadsbrosjön	Nyköpingsån - SE65000	Södermanland - 04	Flen - 0482	SE3	SE3	Nyköpingsån	LW	Vattenförekomst	NV(F)	S4DSNN	S	4	D	S	N	N
SE639336-154119	Maren	Botorpsströmmen - SE71000	Kalmar - 08	Västervik - 0883	SE4	SE4	Botorpsströmmen	LW	Vattenförekomst	NV(F)	S4SSYN	S	4	S	S	Y	N
SE657041-163174	Magelungen	Tyresån - SE62000	Stockholm - 01	Huddinge - 0126, Stockholm - 0180	SE3	SE3	Tyresån och Kalvfjärden	LW	Vattenförekomst	NV(F)	S4DSNY	S	4	D	S	N	Y
SE656081-155208	Skundern	Nyköpingsån - SE65000	Södermanland - 04	Flen - 0482	SE3	SE3	Nyköpingsån	LW	Vattenförekomst	NV(F)	S4SSYN	S	4	S	S	Y	N
SE648779-150974	Roxen	Motala ström - SE67000	Östergötland - 05	Linköping - 0580, Norrköping - 0581	SE4	SE4	Nedre Motalaström;Övre Motalaström	LW	Vattenförekomst	NV(R)	S4DLYY	S	4	D	L	Y	Y
SE645068-153393	Önn	Vindån - SE69000	Östergötland - 05	Åtvidaberg - 0561	SE4	SE4	Vindån	LW	Vattenförekomst	NV(R)	S4DSYN	S	4	D	S	Y	N
SE666115-157117	Råksjön	Tämnarån - SE54000	Uppsala - 03	Heby - 0331	SE3	SE3	Tämnarån	LW	Vattenförekomst	NV(F)	S4DSYN	S	4	D	S	Y	N
SE634172-141113	Rusken	Lagan - SE98000	Jönköping - 06	Värnamo - 0683	SE5	SE5	Lagan	LW	Vattenförekomst	NV(F)	S6DLYN	S	6	D	L	Y	N
SE634225-138425	Herrestadsjön	Lagan - SE98000	Jönköping - 06	Värnamo - 0683	SE5	SE5	Lagan	LW	Vattenförekomst	NV(F)	S6SSYN	S	6	S	S	Y	N
SE646193-153842	Yxningen	Söderköpingsån - SE68000	Östergötland - 05	Valdemarsvik - 0563, Åtvidaberg - 0561	SE4	SE4	Söderköpingsån och Slätbaken	LW	Vattenförekomst	NV(R)	S4DLYN	S	4	D	L	Y	N
SE655309-156555	Ricksjön	Nyköpingsån - SE65000	Södermanland - 04	Gnesta - 0461	SE3	SE3	Nyköpingsån	LW	Vattenförekomst	NV(F)	S4DSNN	S	4	D	S	N	N
SE630507-147694	Visjön	Lyckebyån - SE80000	Kronoberg - 07	Lessebo - 0761	SE4	SE4	Lyckebyån	LW	Vattenförekomst	NV(F)	S7SSYN	S	7	S	S	Y	N
SE634570-147131	Säljen	Emån - SE74000	Kronoberg - 07, Jönköping - 06	Uppvidinge - 0760, Vetlanda - 0685	SE4	SE4	Emån	LW	Vattenförekomst	NV(F)	S7DSYN	S	7	D	S	Y	N
SE638458-145177	Ingarpasjön	Emån - SE74000	Jönköping - 06	Eksjö - 0686	SE4	SE4	Emån	LW	Vattenförekomst	NV(F)	S4DSYY	S	4	D	S	Y	Y
SE626959-133566	Ekasjö	Lagan - SE98000	Halland - 13	Laholm - 1381	SE5	SE5	Lagan	LW	Vattenförekomst	NV(F)	S6DSNN	S	6	D	S	N	N
SE633385-130229	Kalvsjön	Kustområde - SE103104	Halland - 13	Varberg - 1383	SE5	SE5	Törlan, Uttran och Ramsjö kanal (TUR)	LW	Vattenförekomst	NV(F)	S6DSNN	S	6	D	S	N	N
SE669394-143910	Orsen	Norrström - SE61000	Dalarna - 20	Gagnef - 2026	SE3	SE3	Kolbäcksån	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE619626-135565	Östra Ringsjön	Rönne å - SE96000	Skåne - 12	Hörby - 1266, Höör - 1267	SE5	SE5	Rönne å	LW	Vattenförekomst	NV(F)	S5DLNY	S	5	D	L	N	Y
SE621816-140914	Oppmannasjön	Skräbeån - SE87000	Skåne - 12	Kristianstad - 1290	SE4	SE4	Skräbeån	LW	Vattenförekomst	NV(F)	S5DLNY	S	5	D	L	N	Y
SE641149-144106	Anebysjön	Motala ström - SE67000	Jönköping - 06	Aneby - 0604, Nässjö - 0682	SE4	SE4	Motalaström sydvästra	LW	Vattenförekomst	NV(F)	S7DSYN	S	7	D	S	Y	N
SE665207-147106	Långvattnet	Norrström - SE61000	Örebro - 18, Dalarna - 20	Lindesberg - 1885, Smedjebacken - 2061	SE3	SE3	Hedströmmen	LW	Vattenförekomst	NV(F)	S2DSNN	S	2	D	S	N	N
SE636162-152826	Hummeln	Virån - SE73000	Kalmar - 08	Oskarshamn - 0882	SE4	SE4	Virån-Oskarshamn	LW	Vattenförekomst	NV(F)	S4DSNN	S	4	D	S	N	N
SE664197-149337	Dagarn	Norrström - SE61000	Västmanland - 19	Fagersta - 1982, Skinnskatteberg - 1904	SE3	SE3	Hedströmmen	LW	Vattenförekomst	NV(F)	S3DSNN	S	3	D	S	N	N
SE653948-142889	Borasjön	Norrström - SE61000	Örebro - 18	Laxå - 1860	SE3	SE3	Svartån till Hjälmaren	LW	Vattenförekomst	NV(F)	S4DSYN	S	4	D	S	Y	N
SE632515-146675	Hjärtsjön	Alsterån - SE75000	Kronoberg - 07	Uppvidinge - 0760	SE4	SE4	Alsterån-Mönsterås	LW	Vattenförekomst	NV(F)	S7DSNN	S	7	D	S	N	N
SE665138-164175	Norrsjön	Skeboån - SE57000	Stockholm - 01, Uppsala - 03	Norrtälje - 0188, Uppsala - 0380	SE3	SE3	Skeboån och Edeboviken	LW	Vattenförekomst	NV(F)	S4DSYN	S	4	D	S	Y	N
SE650972-150710	Näfssjön	Motala ström - SE67000	Östergötland - 05	Finspång - 0562	SE4	SE4	Finspångsåarna	LW	Vattenförekomst	NV(R)	S4DSYN	S	4	D	S	Y	N
SE655601-157855	Avlasjön	Trosaån - SE63000	Södermanland - 04	Gnesta - 0461	SE3	SE3	Trosaån	LW	Vattenförekomst	NV(F)	S4SSNN	S	4	S	S	N	N
SE638343-154195	Maren	Marströmmen - SE72000	Kalmar - 08	Oskarshamn - 0882, Västervik - 0883	SE4	SE4	Marströmmen-Misterhult-Riskeboån	LW	Vattenförekomst	NV(F)	S4DSYN	S	4	D	S	Y	N
SE662508-144390	Stora Grängen	Norrström - SE61000	Örebro - 18	Hällefors - 1863	SE3	SE3	Dyltaån	LW	Vattenförekomst	NV(F)	S3DSYN	S	3	D	S	Y	N
SE627228-133300	Vessingesjön	Genevadsån - SE99000	Halland - 13	Laholm - 1381	SE5	SE5	Genevadsån	LW	Vattenförekomst	NV(F)	S6SSNN	S	6	S	S	N	N
SE625036-135163	Vita Sjö	Stensån - SE97000	Skåne - 12	Örkelljunga - 1257	SE5	SE5	Stensån	LW	Vattenförekomst	NV(F)	S5SSYN	S	5	S	S	Y	N
SE632658-134675	Stora Skärshultasjön	Nissan - SE101000	Halland - 13	Hylte - 1315	SE5	SE5	Nissan	LW	Vattenförekomst	NV(F)	S6DSYN	S	6	D	S	Y	N
SE636055-147524	Övrasjön	Emån - SE74000	Jönköping - 06	Vetlanda - 0685	SE4	SE4	Emån	LW	Vattenförekomst	NV(F)	S4DSNN	S	4	D	S	N	N
SE629050-139932	Agunnarydsjön	Helge å - SE88000	Kronoberg - 07	Ljungby - 0781	SE4	SE4	Helgeå	LW	Vattenförekomst	NV(F)	S4SSYN	S	4	S	S	Y	N
SE666901-148962	Jörken	Norrström - SE61000	Dalarna - 20	Smedjebacken - 2061	SE3	SE3	Kolbäcksån	LW	Vattenförekomst	NV(F)	S3DSNN	S	3	D	S	N	N
SE641404-141800	Ramsjön	Motala ström - SE67000	Jönköping - 06	Jönköping - 0680	SE4	SE4	Vättern	LW	Vattenförekomst	NV(F)	S7DSNN	S	7	D	S	N	N
SE632641-150603	Möcklasjö	Alsterån - SE75000	Kalmar - 08	Nybro - 0881	SE4	SE4	Alsterån-Mönsterås	LW	Vattenförekomst	NV(F)	S4SSYN	S	4	S	S	Y	N
SE635010-134905	Storasjön	Nissan - SE101000	Jönköping - 06	Gislaved - 0662	SE5	SE5	Nissan	LW	Vattenförekomst	NV(F)	S6DSNN	S	6	D	S	N	N
SE660018-163987	Garnsviken	Åkersström - SE60000	Stockholm - 01	Vallentuna - 0115, Österåker - 0117	SE3	SE3	Åkerströmmen och Trälhavet	LW	Vattenförekomst	NV(F)	S4DSNY	S	4	D	S	N	Y
SE650179-146102	Salstern	Motala ström - SE67000	Östergötland - 05	Motala - 0583	SE4	SE4	Finspångsåarna	LW	Vattenförekomst	NV(R)	S4DSYN	S	4	D	S	Y	N
SE624545-144918	Östra Hjärtsjön	Kustområde - SE84085	Blekinge - 10	Karlshamn - 1082	SE4	SE4	Åryds-Hällarydsån	LW	Vattenförekomst	NV(F)	S4DSNN	S	4	D	S	N	N
SE641400-149966	Juttern	Motala ström - SE67000	Östergötland - 05, Kalmar - 08	Kinda - 0513, Vimmerby - 0884	SE4	SE4	Stångån	LW	Vattenförekomst	NV(R)	S4DSYN	S	4	D	S	Y	N
SE668037-145601	Björken	Norrström - SE61000	Dalarna - 20	Ludvika - 2085	SE3	SE3	Kolbäcksån	LW	Vattenförekomst	NV(F)	S3DSYN	S	3	D	S	Y	N
SE657041-157465	Visnaren	Norrström - SE61000	Södermanland - 04	Strängnäs - 0486	SE3	SE3	Råckstaån	LW	Vattenförekomst	NV(F)	S4DSYN	S	4	D	S	Y	N
SE634220-153277	Tjuståsasjön	Emån - SE74000	Kalmar - 08	Mönsterås - 0861, Oskarshamn - 0882	SE4	SE4	Emån	LW	Vattenförekomst	NV(F)	S4SSYN	S	4	S	S	Y	N
SE647213-150153	Svinstadsjön	Motala ström - SE67000	Östergötland - 05	Linköping - 0580	SE4	SE4	Övre Motalaström	LW	Vattenförekomst	NV(R)	S4DSNN	S	4	D	S	N	N
SE631978-144393	Innaren	Mörrumsån - SE86000	Kronoberg - 07	Växjö - 0780	SE4	SE4	Mörrumsån	LW	Vattenförekomst	NV(F)	S4DLNN	S	4	D	L	N	N
SE641021-151421	Anen	Botorpsströmmen - SE71000	Östergötland - 05, Kalmar - 08	Kinda - 0513, Vimmerby - 0884	SE4	SE4	Botorpsströmmen	LW	Vattenförekomst	NV(F)	S4DSNN	S	4	D	S	N	N
SE633778-134152	Örsjön	Nissan - SE101000	Jönköping - 06	Gislaved - 0662	SE5	SE5	Nissan	LW	Vattenförekomst	NV(F)	S6DSYN	S	6	D	S	Y	N
SE639565-128173	Finnsjön	Kungsbackaån - SE107000	Västra Götaland - 14	Härryda - 1401, Mölndal - 1481	SE5	SE5	Kungsbackaån	LW	Vattenförekomst	NV(F)	S6DSNN	S	6	D	S	N	N
SE632741-148388	Hökasjön	Alsterån - SE75000	Kronoberg - 07	Uppvidinge - 0760	SE4	SE4	Alsterån-Mönsterås	LW	Vattenförekomst	NV(F)	S7SSNN	S	7	S	S	N	N
SE626082-148159	Sidlången	Nättrabyån - SE81000	Kalmar - 08, Blekinge - 10	Emmaboda - 0862, Karlskrona - 1080	SE4	SE4	Nättrabyån	LW	Vattenförekomst	NV(F)	S4SSNN	S	4	S	S	N	N
SE646005-151934	Risten	Söderköpingsån - SE68000	Östergötland - 05	Åtvidaberg - 0561	SE4	SE4	Söderköpingsån och Slätbaken	LW	Vattenförekomst	NV(R)	S4DSYN	S	4	D	S	Y	N
SE667135-161090	Dannemorasjön	Norrström - SE61000	Uppsala - 03	Uppsala - 0380, Östhammar - 0382	SE3	SE3	Fyrisån	LW	Vattenförekomst	NV(F)	S4SSYY	S	4	S	S	Y	Y
SE643342-143728	Vänstern	Motala ström - SE67000	Jönköping - 06	Tranås - 0687	SE4	SE4	Motalaström sydvästra	LW	Vattenförekomst	NV(F)	S4DSYY	S	4	D	S	Y	Y
SE627180-146143	Vikholmen	Ronnebyån - SE82000	Kronoberg - 07	Tingsryd - 0763	SE4	SE4	Ronnebyån	LW	Vattenförekomst	NV(F)	S4SSYN	S	4	S	S	Y	N
SE628880-134755	Högsjön	Lagan - SE98000	Halland - 13, Kronoberg - 07	Halmstad - 1380, Ljungby - 0781	SE5	SE5	Lagan	LW	Vattenförekomst	NV(F)	S6SSYN	S	6	S	S	Y	N
SE642474-139056	Furusjön	Motala ström - SE67000	Jönköping - 06	Habo - 0643	SE4	SE4	Vättern	LW	Vattenförekomst	NV(F)	S7DSYN	S	7	D	S	Y	N
SE652418-145311	Vättern - Kärrafjärden	Motala ström - SE67000	Örebro - 18	Askersund - 1882	SE4	SE4	Vättern	LW	Vattenförekomst	NV(F)	S4DSYN	S	4	D	S	Y	N
SE656875-159257	Turingen	Norrström - SE61000	Stockholm - 01	Nykvarn - 0140	SE3	SE3	Gripsholmsviken-Närområde	LW	Vattenförekomst	NV(F)	S4DSNN	S	4	D	S	N	N
SE637260-128728	Skärsjön	Kustområde - SE105106	Halland - 13	Kungsbacka - 1384	SE5	SE5	Kustnära områden (mellan)	LW	Vattenförekomst	NV(F)	S6DSNN	S	6	D	S	N	N
SE631706-151419	Allgunnen	Alsterån - SE75000	Kalmar - 08	Högsby - 0821, Nybro - 0881	SE4	SE4	Alsterån-Mönsterås	LW	Vattenförekomst	NV(F)	S4SLNN	S	4	S	L	N	N
SE636887-143795	Vallsjön	Emån - SE74000	Jönköping - 06	Nässjö - 0682, Sävsjö - 0684	SE4	SE4	Emån	LW	Vattenförekomst	NV(F)	S7DSYN	S	7	D	S	Y	N
SE627654-141929	Övden	Helge å - SE88000	Kronoberg - 07	Alvesta - 0764	SE4	SE4	Helgeå	LW	Vattenförekomst	NV(F)	S4DSNN	S	4	D	S	N	N
SE624552-143391	Öjasjön	Mörrumsån - SE86000	Blekinge - 10	Karlshamn - 1082	SE4	SE4	Mörrumsån	LW	Vattenförekomst	NV(F)	S4SSNN	S	4	S	S	N	N
SE666165-148695	Norra Barken	Norrström - SE61000	Dalarna - 20	Smedjebacken - 2061	SE3	SE3	Kolbäcksån	LW	Vattenförekomst	NV(F)	S3DLNN	S	3	D	L	N	N
SE645239-127241	Stora Hällungen	Kustområde - SE108109	Västra Götaland - 14	Stenungsund - 1415	SE5	SE5	Kustnära områden (norr)	LW	Vattenförekomst	NV(F)	S6DSYN	S	6	D	S	Y	N
SE643401-143852	Frucken	Motala ström - SE67000	Jönköping - 06	Tranås - 0687	SE4	SE4	Motalaström sydvästra	LW	Vattenförekomst	NV(F)	S4DSNN	S	4	D	S	N	N
SE663672-146381	Kölsjön	Norrström - SE61000	Örebro - 18	Lindesberg - 1885, Ljusnarsberg - 1864	SE3	SE3	Borsån	LW	Vattenförekomst	NV(F)	S2DSYN	S	2	D	S	Y	N
SE624606-135677	Värsjön	Helge å - SE88000	Skåne - 12	Hässleholm - 1293, Örkelljunga - 1257	SE4	SE4	Helgeå	LW	Vattenförekomst	NV(F)	S4SSYN	S	4	S	S	Y	N
SE642257-155368	Frisksjön	Kustområde - SE69070	Kalmar - 08	Västervik - 0883	SE4	SE4	Västervik-Loftahammar	LW	Vattenförekomst	NV(F)	S4DSNN	S	4	D	S	N	N
SE635724-142864	Ärnanäsasjön	Lagan - SE98000	Jönköping - 06	Sävsjö - 0684	SE5	SE5	Lagan	LW	Vattenförekomst	NV(F)	S7DSNN	S	7	D	S	N	N
SE660523-160785	Lejondalssjön	Norrström - SE61000	Stockholm - 01	Upplands-Bro - 0139	SE3	SE3	Skarven-Närområde	LW	Vattenförekomst	NV(F)	S4DSNY	S	4	D	S	N	Y
SE666639-150586	Gäsen	Norrström - SE61000	Västmanland - 19	Norberg - 1962	SE3	SE3	Kolbäcksån	LW	Vattenförekomst	NV(F)	S3DSYN	S	3	D	S	Y	N
SE656939-161809	Tullingesjön	Norrström - SE61000	Stockholm - 01	Botkyrka - 0127	SE3	SE3	Rödstensfjärden-Närområde	LW	Vattenförekomst	NV(F)	S4DSNY	S	4	D	S	N	Y
SE656614-156319	Östra Magsjön	Nyköpingsån - SE65000	Södermanland - 04	Flen - 0482, Strängnäs - 0486	SE3	SE3	Nyköpingsån	LW	Vattenförekomst	NV(F)	S4DSNN	S	4	D	S	N	N
SE667369-148392	Gäsen	Norrström - SE61000	Dalarna - 20	Smedjebacken - 2061	SE3	SE3	Kolbäcksån	LW	Vattenförekomst	NV(F)	S3DSNN	S	3	D	S	N	N
SE654103-156878	Ekebysjön	Nyköpingsån - SE65000	Södermanland - 04	Nyköping - 0480	SE3	SE3	Nyköpingsån	LW	Vattenförekomst	NV(F)	S4DSYN	S	4	D	S	Y	N
SE629110-144602	Torsjön	Mörrumsån - SE86000	Kronoberg - 07	Växjö - 0780	SE4	SE4	Mörrumsån	LW	Vattenförekomst	NV(F)	S4SSYN	S	4	S	S	Y	N
SE638881-136307	Dalstorpasjön	Ätran - SE103000	Västra Götaland - 14	Tranemo - 1452	SE5	SE5	Ätran	LW	Vattenförekomst	NV(F)	S6DSYN	S	6	D	S	Y	N
SE643280-149096	Kisasjön	Motala ström - SE67000	Östergötland - 05	Kinda - 0513	SE4	SE4	Stångån	LW	Vattenförekomst	NV(R)	S4DSNN	S	4	D	S	N	N
SE629022-146127	Rottnen	Ronnebyån - SE82000	Kronoberg - 07	Lessebo - 0761, Växjö - 0780	SE4	SE4	Ronnebyån	LW	Vattenförekomst	NV(F)	S4DLNN	S	4	D	L	N	N
SE631050-144241	Toftasjön	Mörrumsån - SE86000	Kronoberg - 07	Växjö - 0780	SE4	SE4	Mörrumsån	LW	Vattenförekomst	NV(F)	S4DSYN	S	4	D	S	Y	N
SE649169-142433	Bottensjön	Motala ström - SE67000	Västra Götaland - 14	Karlsborg - 1446	SE4	SE4	Vättern	LW	Vattenförekomst	NV(F)	S4DLYN	S	4	D	L	Y	N
SE650593-142305	Björklången	Motala ström - SE67000	Västra Götaland - 14	Karlsborg - 1446	SE4	SE4	Vättern	LW	Vattenförekomst	NV(F)	S4DSNN	S	4	D	S	N	N
SE664355-157668	Bredsjön	Norrström - SE61000	Uppsala - 03	Uppsala - 0380	SE3	SE3	Sävaån	LW	Vattenförekomst	NV(F)	S4SSYN	S	4	S	S	Y	N
