EU_CD Vatten	Namn Vatten	Huvudavrinningsområde	Län	Kommun(er)	Myndighet	Distrikt	Åtgärdsområde	Vattenkategori	Vattnet är vattenförekomst/övrigt vatten	Tillkomst/härkomst	Vattentyp - Vattendrag	Vattenkategori	Limnisk ekoregion/Kustvattentyp	Avrinningsområde	Färg (Humus)	Bakgrundsalkalinitet
SE670702-136148	Värån	Göta älv - SE108000	Värmland - 17	Torsby - 1737	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V2LYN	V	2	L	Y	N
SE670882-135609	Klarälven ns Fämtan	Göta älv - SE108000	Värmland - 17	Torsby - 1737	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE673243-133368	Bredsjöälven	Göta älv - SE108000	Värmland - 17	Torsby - 1737	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE674069-133642	Klarälven ns Lettan	Göta älv - SE108000	Värmland - 17	Torsby - 1737	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE675545-133318	Havån	Göta älv - SE108000	Värmland - 17	Torsby - 1737	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE673476-132498	Medskogsån	Glomma - SE113000	Värmland - 17	Torsby - 1737	SE5	SENO5101	Glomma - del i Sverige	RW	Vattenförekomst	NV(F)	V2LYN	V	2	L	Y	N
SE670324-135224	Sikvillen	Göta älv - SE108000	Värmland - 17	Torsby - 1737	SE5	SE5	Norsälven	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE670691-134753	Ljusnan	Göta älv - SE108000	Värmland - 17	Torsby - 1737	SE5	SE5	Norsälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE671553-135457	Fämtan nedre	Göta älv - SE108000	Värmland - 17	Torsby - 1737	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V2LYN	V	2	L	Y	N
SE673303-133869	Vingån	Göta älv - SE108000	Värmland - 17	Torsby - 1737	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE673826-134661	Likan	Göta älv - SE108000	Värmland - 17	Torsby - 1737	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V2LYN	V	2	L	Y	N
SE674799-133203	Klarälven ns Örån	Göta älv - SE108000	Värmland - 17	Torsby - 1737	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE666794-135056	Badaälven	Göta älv - SE108000	Värmland - 17	Torsby - 1737	SE5	SE5	Norsälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE673387-135761	Fämtan	Göta älv - SE108000	Dalarna - 20, Värmland - 17	Malung-Sälen - 2023, Torsby - 1737	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V2LYN	V	2	L	Y	N
SE659634-141100	Timsälven	Göta älv - SE108000	Värmland - 17	Storfors - 1760	SE5	SE5	Gullspångsälven	RW	Vattenförekomst	NV(F)	V3LNN	V	3	L	N	N
SE659816-141654	Åsjöälven	Göta älv - SE108000	Värmland - 17	Storfors - 1760	SE5	SE5	Gullspångsälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE660795-141299	Storforsälven	Göta älv - SE108000	Värmland - 17	Storfors - 1760	SE5	SE5	Gullspångsälven	RW	Vattenförekomst	NV(F)	V3LNN	V	3	L	N	N
SE660014-141941	Åsjöälven	Göta älv - SE108000	Värmland - 17	Storfors - 1760	SE5	SE5	Gullspångsälven	RW	Vattenförekomst	NV(F)	V3SNN	V	3	S	N	N
SE659189-142419	Kedjan	Göta älv - SE108000	Örebro - 18, Värmland - 17	Karlskoga - 1883, Storfors - 1760	SE5	SE5	Gullspångsälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE663245-136599	Rannån	Göta älv - SE108000	Värmland - 17	Munkfors - 1762	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE660716-136837	Kvarntorpsån	Göta älv - SE108000	Värmland - 17	Forshaga - 1763	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V3LNN	V	3	L	N	N
SE661037-137449	Tångån	Göta älv - SE108000	Värmland - 17	Forshaga - 1763	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE658556-133750	Borgvikeälven	Göta älv - SE108000	Värmland - 17	Grums - 1764	SE5	SE5	Borgviksälven	RW	Vattenförekomst	NV(F)	V6LNN	V	6	L	N	N
SE659281-133950	Skärmnäsbäcken	Göta älv - SE108000	Värmland - 17	Grums - 1764	SE5	SE5	Borgviksälven	RW	Vattenförekomst	NV(F)	V6SNN	V	6	S	N	N
SE660428-133618	Noret	Göta älv - SE108000	Värmland - 17	Grums - 1764	SE5	SE5	Borgviksälven	RW	Vattenförekomst	NV(F)	V6SNN	V	6	S	N	N
SE658754-128381	Blommaälven	Göta älv - SE108000	Värmland - 17	Årjäng - 1765	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V6SNN	V	6	S	N	N
SE660507-127559	Upperudsälven	Göta älv - SE108000	Värmland - 17	Årjäng - 1765	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE659848-129238	Silbodalsälven	Göta älv - SE108000	Värmland - 17	Årjäng - 1765	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE660027-128480	Fårnäsälven	Göta älv - SE108000	Värmland - 17	Årjäng - 1765	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V6LYN	V	6	L	Y	N
SE660744-128485	Hämnäsälven	Göta älv - SE108000	Värmland - 17	Årjäng - 1765	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE661574-127606	Upperudsälven	Göta älv - SE108000	Värmland - 17	Årjäng - 1765	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE658523-130210	Magdebäcken	Göta älv - SE108000	Värmland - 17	Årjäng - 1765	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE659114-129503	Mossbäcken	Göta älv - SE108000	Värmland - 17	Årjäng - 1765	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE661301-129128	Rinnan övre	Göta älv - SE108000	Värmland - 17	Årjäng - 1765	SE5	SE5	Byälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE659922-130327	Karlsforsälven	Göta älv - SE108000	Värmland - 17	Arvika - 1784, Årjäng - 1765	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V2SNN	V	2	S	N	N
SE662586-134967	Aplungsälven	Göta älv - SE108000	Värmland - 17	Sunne - 1766	SE5	SE5	Norsälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE665038-133837	Rottnan	Göta älv - SE108000	Värmland - 17	Sunne - 1766	SE5	SE5	Norsälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE665500-133510	Granån	Göta älv - SE108000	Värmland - 17	Sunne - 1766	SE5	SE5	Norsälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE665429-135814	Tvärån	Göta älv - SE108000	Värmland - 17	Sunne - 1766	SE5	SE5	Norsälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE663023-134308	Aplungsälven	Göta älv - SE108000	Värmland - 17	Sunne - 1766	SE5	SE5	Norsälven	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE663962-135091	Sundet	Göta älv - SE108000	Värmland - 17	Sunne - 1766	SE5	SE5	Norsälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE666172-135650	Lortan	Göta älv - SE108000	Värmland - 17	Sunne - 1766	SE5	SE5	Norsälven	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE665551-134392	Stöpälven	Göta älv - SE108000	Värmland - 17	Sunne - 1766, Torsby - 1737	SE5	SE5	Norsälven	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE663678-133342	Tobyälven	Göta älv - SE108000	Värmland - 17	Arvika - 1784, Sunne - 1766	SE5	SE5	Borgviksälven	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE658705-138662	Välingesundet	Göta älv - SE108000	Värmland - 17	Karlstad - 1780	SE5	SE5	Vänern och dess närområden	RW	Vattenförekomst	NV(F)	V6LYN	V	6	L	Y	N
SE661273-138445	Prostgårdsälven	Göta älv - SE108000	Värmland - 17	Karlstad - 1780	SE5	SE5	Alsterälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE660134-138760	Glumman	Göta älv - SE108000	Värmland - 17	Karlstad - 1780	SE5	SE5	Vänern och dess närområden	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE662238-138548	Horssjöälven	Göta älv - SE108000	Värmland - 17	Karlstad - 1780	SE5	SE5	Alsterälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE659274-135708	Ävjan	Göta älv - SE108000	Värmland - 17	Karlstad - 1780	SE5	SE5	Norsälven	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE656329-141037	Sälsjöbäcken	Göta älv - SE108000	Värmland - 17	Kristinehamn - 1781	SE5	SE5	Visman	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE655819-140752	Visman	Göta älv - SE108000	Värmland - 17	Kristinehamn - 1781	SE5	SE5	Visman	RW	Vattenförekomst	NV(F)	V6LYN	V	6	L	Y	N
SE662252-140694	Norsbäcken	Göta älv - SE108000	Värmland - 17	Filipstad - 1782	SE5	SE5	Gullspångsälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE662322-140719	Skillerälven - N om Daglösen	Göta älv - SE108000	Värmland - 17	Filipstad - 1782	SE5	SE5	Gullspångsälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE664653-141553	Tvärälven	Göta älv - SE108000	Värmland - 17	Filipstad - 1782	SE5	SE5	Gullspångsälven	RW	Vattenförekomst	NV(F)	V2LYN	V	2	L	Y	N
SE666317-140614	Holmsjöälven	Göta älv - SE108000	Värmland - 17	Filipstad - 1782	SE5	SE5	Gullspångsälven	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE661236-142056	Tvärälven	Göta älv - SE108000	Värmland - 17	Filipstad - 1782	SE5	SE5	Gullspångsälven	RW	Vattenförekomst	NV(F)	V2SNN	V	2	S	N	N
SE662961-140441	Svarttjärnsälven	Göta älv - SE108000	Värmland - 17	Filipstad - 1782	SE5	SE5	Gullspångsälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE663666-140462	Sandsjöälven	Göta älv - SE108000	Värmland - 17	Filipstad - 1782	SE5	SE5	Gullspångsälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE664764-140348	Sandsjöälven	Göta älv - SE108000	Värmland - 17	Filipstad - 1782	SE5	SE5	Gullspångsälven	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE665286-141364	Kroktjärnsbäcken	Göta älv - SE108000	Värmland - 17	Filipstad - 1782	SE5	SE5	Gullspångsälven	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE662942-138858	Svartån	Göta älv - SE108000	Värmland - 17	Filipstad - 1782, Hagfors - 1783	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE665006-141733	Gullspångsälven	Göta älv - SE108000	Värmland - 17, Örebro - 18	Filipstad - 1782, Hällefors - 1863	SE5	SE5	Gullspångsälven	RW	Vattenförekomst	NV(F)	V2LYN	V	2	L	Y	N
SE667410-140593	Höksjöälven	Göta älv - SE108000	Värmland - 17, Dalarna - 20	Filipstad - 1782, Vansbro - 2021	SE5	SE5	Gullspångsälven	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE665466-138855	Hagälven	Göta älv - SE108000	Värmland - 17	Hagfors - 1783	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE665936-137895	Uvån	Göta älv - SE108000	Värmland - 17	Hagfors - 1783	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE667011-139241	Laggälven	Göta älv - SE108000	Värmland - 17	Hagfors - 1783	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V2LYN	V	2	L	Y	N
SE667260-136945	Noret	Göta älv - SE108000	Värmland - 17	Hagfors - 1783	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE669216-137813	Musån mellan	Göta älv - SE108000	Värmland - 17	Hagfors - 1783	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE664387-138471	Hyttälven	Göta älv - SE108000	Värmland - 17	Hagfors - 1783	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE665472-138272	Hagälven	Göta älv - SE108000	Värmland - 17	Hagfors - 1783	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE666191-137125	Noret	Göta älv - SE108000	Värmland - 17	Hagfors - 1783	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE667127-138829	Knoälven	Göta älv - SE108000	Värmland - 17	Hagfors - 1783	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE667196-136847	Föskeforsälven	Göta älv - SE108000	Värmland - 17	Hagfors - 1783	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE666224-138290	Uvån	Göta älv - SE108000	Värmland - 17	Hagfors - 1783	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE667231-137373	Klarälven ns Götån	Göta älv - SE108000	Värmland - 17	Hagfors - 1783	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE668370-136274	Grundan	Göta älv - SE108000	Värmland - 17	Hagfors - 1783, Torsby - 1737	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE668924-137124	Halgån ns Kölan	Göta älv - SE108000	Värmland - 17	Hagfors - 1783, Torsby - 1737	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V2LYN	V	2	L	Y	N
SE659306-132167	Södrasjöbäcken	Göta älv - SE108000	Värmland - 17	Arvika - 1784	SE5	SE5	Byälven	RW	Vattenförekomst	NV(F)	V6SNN	V	6	S	N	N
SE660367-130586	Glasälven	Göta älv - SE108000	Värmland - 17	Arvika - 1784	SE5	SE5	Byälven	RW	Vattenförekomst	NV(F)	V3LNN	V	3	L	N	N
SE663127-131750	Vaggeälven	Göta älv - SE108000	Värmland - 17	Arvika - 1784	SE5	SE5	Byälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE663467-131751	Gravåsbäcken	Göta älv - SE108000	Värmland - 17	Arvika - 1784	SE5	SE5	Byälven	RW	Vattenförekomst	NV(F)	V3SNN	V	3	S	N	N
SE659244-132053	Hällsjöälven	Göta älv - SE108000	Värmland - 17	Arvika - 1784	SE5	SE5	Byälven	RW	Vattenförekomst	NV(F)	V6SNN	V	6	S	N	N
SE659791-132174	Hällsjöälven	Göta älv - SE108000	Värmland - 17	Arvika - 1784	SE5	SE5	Byälven	RW	Vattenförekomst	NV(F)	V6SNN	V	6	S	N	N
SE662015-132275	Lillälven	Göta älv - SE108000	Värmland - 17	Arvika - 1784	SE5	SE5	Byälven	RW	Vattenförekomst	NV(F)	V6SNN	V	6	S	N	N
SE662304-131254	Jösseälven	Göta älv - SE108000	Värmland - 17	Arvika - 1784	SE5	SE5	Byälven	RW	Vattenförekomst	KMV(F)	V3LYN	V	3	L	Y	N
SE662770-133613	Bakälven	Göta älv - SE108000	Värmland - 17	Arvika - 1784	SE5	SE5	Borgviksälven	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE664370-131593	Vaggeälven	Göta älv - SE108000	Värmland - 17	Arvika - 1784	SE5	SE5	Byälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE664648-131629	Vaggeälven	Göta älv - SE108000	Värmland - 17	Arvika - 1784	SE5	SE5	Byälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE659899-131677	Kolån	Göta älv - SE108000	Värmland - 17	Arvika - 1784	SE5	SE5	Byälven	RW	Vattenförekomst	NV(F)	V6SNN	V	6	S	N	N
SE656690-131441	Lillälven	Göta älv - SE108000	Värmland - 17	Säffle - 1785	SE5	SE5	Byälven	RW	Vattenförekomst	NV(F)	V6LNN	V	6	L	N	N
SE658087-132088	Gullsjöälven	Göta älv - SE108000	Värmland - 17	Säffle - 1785	SE5	SE5	Byälven	RW	Vattenförekomst	NV(F)	V6SNN	V	6	S	N	N
SE658424-132878	Byälven	Göta älv - SE108000	Värmland - 17	Säffle - 1785	SE5	SE5	Byälven	RW	Vattenförekomst	NV(F)	V6LNN	V	6	L	N	N
SE655159-134795	Averstadån	Göta älv - SE108000	Värmland - 17	Säffle - 1785	SE5	SE5	Vänern och dess närområden	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE657596-132084	Lillälven	Göta älv - SE108000	Värmland - 17	Säffle - 1785	SE5	SE5	Byälven	RW	Vattenförekomst	NV(F)	V6LNN	V	6	L	N	N
SE658407-131603	Stenbybäcken	Göta älv - SE108000	Värmland - 17	Säffle - 1785	SE5	SE5	Byälven	RW	Vattenförekomst	NV(F)	V6SNN	V	6	S	N	N
SE653342-142228	Skagersholmsån	Göta älv - SE108000	Örebro - 18	Laxå - 1860	SE5	SE5	Gullspångsälven	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE656968-141970	Nyängsbäcken med inlopp i Västersjön	Göta älv - SE108000	Örebro - 18	Degerfors - 1862	SE5	SE5	Gullspångsälven	RW	Vattenförekomst	NV(F)	V3SYN	V	3	S	Y	N
SE661483-143936	Brunnshyttebäcken mellan Vasselsjön och Lundsfjärden	Göta älv - SE108000	Örebro - 18	Hällefors - 1863	SE5	SE5	Gullspångsälven	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE661945-143569	Å mellan Sundsjön och Halvtron	Göta älv - SE108000	Örebro - 18	Hällefors - 1863	SE5	SE5	Gullspångsälven	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE664670-142385	Tomsjöälven	Göta älv - SE108000	Örebro - 18	Hällefors - 1863	SE5	SE5	Gullspångsälven	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE661298-142969	Svartälven mellan S Torrvarpen och Halvarsnoren	Göta älv - SE108000	Örebro - 18	Hällefors - 1863	SE5	SE5	Gullspångsälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE664185-142899	Sikforsån från Sävsjön till Sävenforsagen	Göta älv - SE108000	Örebro - 18	Hällefors - 1863	SE5	SE5	Gullspångsälven	RW	Vattenförekomst	NV(F)	V2LYN	V	2	L	Y	N
SE665036-143510	Lövsjöälven inloppet i Lövsjön	Göta älv - SE108000	Örebro - 18	Hällefors - 1863	SE5	SE5	Gullspångsälven	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE665219-142932	Sävälven	Göta älv - SE108000	Örebro - 18, Dalarna - 20	Hällefors - 1863, Ludvika - 2085	SE5	SE5	Gullspångsälven	RW	Vattenförekomst	NV(F)	V2LYN	V	2	L	Y	N
SE658784-142150	Timsälven förbindelse mellan Alkvettern och Lonnen	Göta älv - SE108000	Örebro - 18	Karlskoga - 1883	SE5	SE5	Gullspångsälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE657601-143165	Valån mellan Våtsjön och Möckeln	Göta älv - SE108000	Örebro - 18	Karlskoga - 1883	SE5	SE5	Gullspångsälven	RW	Vattenförekomst	NV(F)	V3LYN	V	3	L	Y	N
SE658440-143861	Imälven mellan Rösimmen och Älgsimmen	Göta älv - SE108000	Örebro - 18	Karlskoga - 1883, Nora - 1884	SE5	SE5	Gullspångsälven	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE670812-137816	Rotån	Göta älv - SE108000	Dalarna - 20	Malung-Sälen - 2023	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE677171-133905	Lutua	Göta älv - SE108000	Dalarna - 20	Malung-Sälen - 2023	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE671022-138484	Årosälven	Göta älv - SE108000	Dalarna - 20	Malung-Sälen - 2023	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V2LYN	V	2	L	Y	N
SE672795-138067	Årosälven	Göta älv - SE108000	Dalarna - 20	Malung-Sälen - 2023	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE667319-142265	Gullspångsälven	Göta älv - SE108000	Dalarna - 20	Ludvika - 2085	SE5	SE5	Gullspångsälven	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE666192-142433	Sävälven	Göta älv - SE108000	Dalarna - 20	Ludvika - 2085	SE5	SE5	Gullspångsälven	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE643891-130193	Bäck från Hälsingen	Göta älv - SE108000	Västra Götaland - 14	Alingsås - 1489	SE5	SE5	Säveån	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE643411-138493	Tidan: Havrabäcken - Stråken	Göta älv - SE108000	Jönköping - 06, Västra Götaland - 14	Mullsjö - 0642, Tidaholm - 1498	SE5	SE5	Tidan	RW	Vattenförekomst	NV(F)	V7LYN	V	7	L	Y	N
SE644792-135154	Lidan - Långås till Trävattna	Göta älv - SE108000	Västra Götaland - 14	Falköping - 1499	SE5	SE5	Lidan	RW	Vattenförekomst	NV(F)	V6LYY	V	6	L	Y	Y
SE646703-138702	Ömboån	Göta älv - SE108000	Västra Götaland - 14	Falköping - 1499, Skövde - 1496, Tidaholm - 1498	SE5	SE5	Tidan	RW	Vattenförekomst	NV(F)	V6LYY	V	6	L	Y	Y
SE648055-133110	Biflöde till Storebergsån som rinner till vid Almetorp	Göta älv - SE108000	Västra Götaland - 14	Lidköping - 1494	SE5	SE5	Vänern och dess närområden	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE647704-132130	Kämpegårdsån	Göta älv - SE108000	Västra Götaland - 14	Grästorp - 1444, Lidköping - 1494, Vara - 1470	SE5	SE5	Vänern och dess närområden	RW	Vattenförekomst	NV(F)	V6SYY	V	6	S	Y	Y
SE656534-128141	Forteälven	Göta älv - SE108000	Västra Götaland - 14	Bengtsfors - 1460	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE658416-136669	Klarälven - Västra älvgrenen och Skoghallsådran	Göta älv - SE108000	Värmland - 17	Hammarö - 1761, Karlstad - 1780	SE5	SE5	Klarälven	RW	Vattenförekomst	NV(F)	V6LYN	V	6	L	Y	N
SE672927-132654	Dypån	Glomma - SE113000	Värmland - 17	Torsby - 1737	SE5	SENO5101	Glomma - del i Sverige	RW	Vattenförekomst	NV(F)	V2SYN	V	2	S	Y	N
SE642553-138502	Vasabäcken	Göta älv - SE108000	Jönköping - 06	Mullsjö - 0642	SE5	SE5	Tidan	RW	Vattenförekomst	NV(F)	V7SYN	V	7	S	Y	N
SE640989-128262	Brodalsbäcken	Göta älv - SE108000	Västra Götaland - 14	Göteborg - 1480, Partille - 1402	SE5	SE5	Säveån	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE655094-127798	Stamnåraälven	Göta älv - SE108000	Västra Götaland - 14	Dals-Ed - 1438	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE655188-127610	SE655188-127610	Göta älv - SE108000	Västra Götaland - 14	Dals-Ed - 1438	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE656531-127078	Nolbyälven	Göta älv - SE108000	Västra Götaland - 14	Dals-Ed - 1438	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V6SNN	V	6	S	N	N
SE656723-127071	Nolbyälven	Göta älv - SE108000	Västra Götaland - 14	Dals-Ed - 1438	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V6SNN	V	6	S	N	N
SE642458-129313	Rämneå	Göta älv - SE108000	Västra Götaland - 14	Ale - 1440, Lerum - 1441	SE5	SE5	Säveån	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE653223-129202	SE653223-129202	Göta älv - SE108000	Västra Götaland - 14	Bengtsfors - 1460	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE654411-129188	SE654411-129188	Göta älv - SE108000	Västra Götaland - 14	Bengtsfors - 1460	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE655016-129542	SE655016-129542	Göta älv - SE108000	Västra Götaland - 14	Bengtsfors - 1460	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE655813-129124	SE655813-129124	Göta älv - SE108000	Västra Götaland - 14	Bengtsfors - 1460	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE655978-128373	SE655978-128373	Göta älv - SE108000	Västra Götaland - 14	Bengtsfors - 1460	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE656402-128163	SE656402-128163	Göta älv - SE108000	Västra Götaland - 14	Bengtsfors - 1460	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE656599-128366	SE656599-128366	Göta älv - SE108000	Västra Götaland - 14	Bengtsfors - 1460	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE657451-128897	SE657451-128897	Göta älv - SE108000	Västra Götaland - 14	Bengtsfors - 1460	SE5	SE5	Upperudsälven	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE651798-130693	Holmsån - mellan Gösjön och Nären	Göta älv - SE108000	Västra Götaland - 14	Mellerud - 1461	SE5	SE5	Dalbergså och Holmsån	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE645405-128007	Brattorpsån	Göta älv - SE108000	Västra Götaland - 14	Lilla Edet - 1462	SE5	SE5	Göta älv huvudfåra	RW	Vattenförekomst	NV(F)	V6SYN	V	6	S	Y	N
SE641687-128380	Kvarnabäcken	Göta älv - SE108000	Västra Götaland - 14	Göteborg - 1480	SE5	SE5	Göta älv huvudfåra	RW	Vattenförekomst	NV(F)	V6SNN	V	6	S	N	N
